gender,age,income,career,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
0,32.0,42414.7488372093,Engineering,0,2.0,5.0,7.0,4.0,7.0,5.0,3.0,4.0,1
0,32.0,42414.7488372093,Engineering,0,3.0,7.0,7.0,2.0,2.0,5.0,4.0,5.0,1
0,32.0,42414.7488372093,Engineering,0,4.0,5.0,6.0,3.0,7.0,3.0,4.0,3.0,1
0,32.0,42414.7488372093,Engineering,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,1
0,32.0,42414.7488372093,Engineering,1,5.0,5.0,7.0,8.0,7.0,5.0,7.0,5.0,1
0,32.0,42414.7488372093,Engineering,0,4.0,6.0,8.0,6.0,5.0,5.0,5.0,4.0,1
0,32.0,42414.7488372093,Engineering,0,4.0,8.0,8.0,5.0,7.0,6.0,7.0,7.0,1
0,32.0,42414.7488372093,Engineering,0,5.0,5.0,9.0,6.0,5.0,5.0,6.0,0.0,1
0,32.0,42414.7488372093,Engineering,0,4.0,4.0,5.0,4.0,9.0,4.0,1.0,0.0,1
0,32.0,42414.7488372093,Engineering,0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1
0,30.0,25589.0,Social Work,0,5.0,6.0,7.0,5.0,6.0,2.0,4.0,5.0,1
0,30.0,25589.0,Social Work,0,5.0,5.0,6.0,6.0,6.0,2.0,3.0,3.0,1
0,30.0,25589.0,Social Work,1,7.0,8.0,7.0,7.0,5.0,4.0,7.0,7.0,1
0,30.0,25589.0,Social Work,1,8.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,1
0,30.0,25589.0,Social Work,0,5.0,8.0,8.0,5.0,8.0,3.0,7.0,6.0,1
0,30.0,25589.0,Social Work,0,4.0,7.0,9.0,4.0,8.0,3.0,3.0,4.0,1
0,30.0,25589.0,Social Work,0,5.0,8.0,8.0,6.0,5.0,3.0,5.0,5.0,1
0,30.0,25589.0,Social Work,0,8.0,7.0,7.0,6.0,6.0,3.0,6.0,6.0,1
0,30.0,25589.0,Social Work,1,7.0,7.0,8.0,7.0,9.0,5.0,7.0,5.0,1
0,30.0,25589.0,Social Work,0,8.0,8.0,8.0,6.0,6.0,2.0,6.0,4.0,1
0,30.0,25589.0,Social Work,0,6.0,8.0,7.0,6.0,8.0,2.0,6.0,5.0,1
0,30.0,25589.0,Social Work,1,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,1
0,30.0,25589.0,Social Work,0,6.0,6.0,6.0,4.0,6.0,1.0,5.0,5.0,1
0,30.0,25589.0,Social Work,0,6.0,8.0,7.0,5.0,6.0,2.0,6.0,6.0,1
0,30.0,25589.0,Social Work,0,5.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,1
0,30.0,25589.0,Social Work,0,6.0,4.0,6.0,2.0,6.0,1.0,3.0,6.0,1
0,22.0,55223.0,Education,0,5.0,7.0,8.0,9.0,5.0,5.503191180736873,7.0,5.0,1
0,22.0,55223.0,Education,0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,1
0,22.0,55223.0,Education,0,6.0,7.0,7.0,4.0,6.7824285122254455,5.503191180736873,5.0,5.0,1
0,22.0,55223.0,Education,1,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,1
0,22.0,55223.0,Education,0,7.0,8.0,7.0,5.0,5.0,5.0,6.0,5.0,1
0,22.0,55223.0,Education,1,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,1
0,22.0,55223.0,Education,1,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,1
0,22.0,55223.0,Education,0,6.0,7.0,7.0,5.0,7.0,4.0,6.0,6.0,1
0,22.0,55223.0,Education,0,5.0,8.0,6.0,5.0,5.0,4.0,6.0,4.0,1
0,22.0,55223.0,Education,0,7.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,1
0,22.0,55223.0,Education,1,9.0,8.0,7.0,8.0,5.0,7.0,8.0,5.0,1
0,22.0,55223.0,Education,1,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,1
0,22.0,55223.0,Education,1,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,1
0,22.0,55223.0,Education,1,10.0,7.0,7.0,6.0,6.0,8.0,5.0,2.0,1
0,22.0,55223.0,Education,1,10.0,8.0,6.0,7.0,10.0,5.0,9.0,4.0,1
0,22.0,55223.0,Education,1,6.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,1
0,22.0,55223.0,Education,1,8.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,1
0,22.0,55223.0,Education,0,4.0,5.0,5.0,5.0,5.0,5.503191180736873,5.0,5.0,1
0,23.0,42796.631097560974,Social Work,0,3.0,6.0,6.0,5.0,7.0,4.0,1.0,7.0,1
0,23.0,42796.631097560974,Social Work,0,3.0,4.0,6.0,6.0,7.0,3.0,3.0,6.0,1
0,23.0,42796.631097560974,Social Work,0,2.0,8.0,8.0,5.0,9.0,7.0,7.0,4.0,1
0,23.0,42796.631097560974,Social Work,1,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,1
0,23.0,42796.631097560974,Social Work,0,3.0,10.0,9.0,5.0,9.0,5.0,4.0,9.0,1
0,23.0,42796.631097560974,Social Work,0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,7.0,1
0,23.0,42796.631097560974,Social Work,0,2.0,3.0,4.0,5.0,4.0,2.0,1.0,7.0,1
0,23.0,42796.631097560974,Social Work,0,3.0,5.0,6.0,4.0,7.0,1.0,2.0,6.0,1
0,23.0,42796.631097560974,Social Work,0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,1
0,23.0,42796.631097560974,Social Work,0,1.0,6.0,7.0,7.0,9.0,4.0,2.0,5.0,1
0,23.0,42796.631097560974,Social Work,0,2.0,4.0,5.0,4.0,7.0,3.0,1.0,6.0,1
0,23.0,42796.631097560974,Social Work,1,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,1
0,23.0,42796.631097560974,Social Work,0,7.0,9.0,7.0,6.0,7.0,5.0,5.0,9.0,1
0,23.0,42796.631097560974,Social Work,0,2.0,4.0,7.0,8.0,8.0,4.0,4.0,5.0,1
0,23.0,42796.631097560974,Social Work,0,4.0,3.0,6.0,7.0,5.0,2.0,5.0,7.0,1
0,23.0,42796.631097560974,Social Work,0,2.0,4.0,7.0,7.0,7.0,3.0,2.0,7.0,1
0,27.0,48216.65298013245,Education,0,6.0,9.0,8.0,5.0,7.0,6.0,6.0,5.0,1
0,27.0,48216.65298013245,Education,0,6.0,9.0,8.0,7.0,7.0,6.0,6.0,5.0,1
0,27.0,48216.65298013245,Education,0,6.0,10.0,9.0,7.0,8.0,6.0,8.0,5.0,1
0,27.0,48216.65298013245,Education,0,7.0,9.0,9.0,8.0,9.0,5.0,2.0,5.0,1
0,27.0,48216.65298013245,Education,0,6.0,9.0,7.0,6.0,7.0,5.0,5.0,5.0,1
0,27.0,48216.65298013245,Education,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,1
0,27.0,48216.65298013245,Education,1,8.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,1
0,27.0,48216.65298013245,Education,0,5.0,9.0,8.0,6.0,6.0,6.0,5.0,5.0,1
0,27.0,48216.65298013245,Education,0,6.0,10.0,9.0,6.0,7.0,5.0,5.0,5.0,1
0,27.0,48216.65298013245,Education,0,8.0,9.0,8.0,7.0,8.0,5.0,8.0,5.0,1
0,27.0,48216.65298013245,Education,1,9.0,9.0,9.0,8.0,8.0,7.0,9.0,5.0,1
0,27.0,48216.65298013245,Education,0,6.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,1
0,27.0,48216.65298013245,Education,0,8.0,10.0,10.0,9.0,10.0,5.0,9.0,5.0,1
0,27.0,48216.65298013245,Education,0,9.0,9.0,10.0,10.0,7.0,6.0,8.0,5.0,1
0,27.0,48216.65298013245,Education,0,9.0,9.0,8.0,10.0,8.0,7.0,8.0,5.0,1
0,27.0,48216.65298013245,Education,0,8.0,10.0,10.0,8.0,8.0,6.0,8.0,5.0,1
0,27.0,48216.65298013245,Education,0,7.0,10.0,10.0,10.0,7.0,6.0,8.0,5.0,1
0,27.0,48216.65298013245,Education,0,7.0,10.0,10.0,9.0,9.0,6.0,8.0,5.0,1
0,25.0,40409.0,Legal,0,5.0,7.0,7.0,7.0,8.0,5.503191180736873,5.0,3.0,1
0,25.0,40409.0,Legal,0,5.0,6.0,6.0,6.0,7.0,5.503191180736873,4.0,5.0,1
0,25.0,40409.0,Legal,0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,1
0,25.0,40409.0,Legal,1,6.0,7.0,8.0,6.0,7.0,5.503191180736873,6.0,2.0,1
0,25.0,40409.0,Legal,0,6.0,9.0,8.0,5.0,8.0,3.0,6.0,2.0,1
0,25.0,40409.0,Legal,1,8.0,7.0,8.0,8.0,8.0,5.503191180736873,8.0,6.0,1
0,25.0,40409.0,Legal,0,6.0,7.0,8.0,7.0,7.0,5.503191180736873,6.0,2.0,1
0,25.0,40409.0,Legal,0,4.0,7.0,8.0,5.0,7.0,4.0,4.0,2.0,1
0,25.0,40409.0,Legal,0,4.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0,1
0,25.0,40409.0,Legal,1,7.0,7.0,8.0,7.0,7.0,5.503191180736873,7.0,3.0,1
0,25.0,40409.0,Legal,1,7.0,7.0,7.0,7.0,7.0,5.503191180736873,7.0,2.0,1
0,25.0,40409.0,Legal,1,7.0,10.0,10.0,10.0,10.0,10.0,6.147527579493834,8.0,1
0,25.0,40409.0,Legal,1,5.0,7.0,8.0,7.0,7.0,5.503191180736873,8.0,5.0,1
0,25.0,40409.0,Legal,1,8.0,7.0,8.0,8.0,6.7824285122254455,5.503191180736873,8.0,5.0,1
0,25.0,40409.0,Legal,0,9.0,7.0,8.0,7.0,6.0,7.0,3.0,2.0,1
0,25.0,40409.0,Legal,1,6.0,7.0,8.0,8.0,8.0,5.503191180736873,7.0,3.0,1
0,25.0,40409.0,Legal,1,6.0,7.0,8.0,8.0,8.0,5.503191180736873,7.0,3.0,1
0,25.0,40409.0,Legal,0,5.0,8.0,8.0,7.0,7.0,5.503191180736873,7.0,2.0,1
0,29.0,21597.0,Business,0,4.0,3.0,9.0,3.0,8.0,5.0,3.0,3.0,1
0,29.0,21597.0,Business,0,4.0,8.0,9.0,4.0,8.0,3.0,4.0,5.0,1
0,29.0,21597.0,Business,0,3.0,9.0,10.0,6.0,9.0,5.0,6.0,7.0,1
0,29.0,21597.0,Business,1,10.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,1
0,29.0,21597.0,Business,1,8.0,7.0,8.0,3.0,8.0,6.0,7.0,7.0,1
0,29.0,21597.0,Business,1,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,1
0,29.0,21597.0,Business,0,6.0,8.0,9.0,4.0,9.0,5.0,6.0,6.0,1
0,29.0,21597.0,Business,0,6.0,9.0,10.0,8.0,9.0,8.0,7.0,9.0,1
0,29.0,21597.0,Business,0,4.0,8.0,9.0,7.0,8.0,6.0,7.0,5.0,1
0,29.0,21597.0,Business,0,8.0,7.0,8.0,5.0,8.0,5.0,5.0,3.0,1
0,29.0,21597.0,Business,0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,1
0,29.0,21597.0,Business,1,7.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0,1
0,29.0,21597.0,Business,0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,1
0,29.0,21597.0,Business,1,8.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,1
0,29.0,21597.0,Business,1,8.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,1
0,29.0,21597.0,Business,1,7.0,9.0,9.0,7.0,9.0,7.0,7.0,8.0,1
0,29.0,21597.0,Business,1,6.0,9.0,9.0,8.0,8.0,5.0,7.0,8.0,1
0,29.0,21597.0,Business,0,6.0,7.0,8.0,7.0,8.0,5.0,6.0,5.0,1
0,29.0,48216.65298013245,Education,0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0,1
0,29.0,48216.65298013245,Education,1,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,1
0,29.0,48216.65298013245,Education,1,8.0,7.0,8.0,8.0,6.7824285122254455,5.503191180736873,8.0,6.0,1
0,29.0,48216.65298013245,Education,0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,1
0,29.0,48216.65298013245,Education,1,7.0,6.0,7.0,7.0,7.0,6.0,7.0,5.22648790058862,1
0,29.0,48216.65298013245,Education,1,7.0,7.0,7.0,7.0,7.0,7.0,7.5,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,6.0,7.0,6.0,7.0,6.0,6.5,6.0,1
0,29.0,48216.65298013245,Education,0,6.0,7.0,7.0,6.0,7.0,6.0,6.5,6.0,1
0,29.0,48216.65298013245,Education,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1
0,29.0,48216.65298013245,Education,1,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,1
0,29.0,48216.65298013245,Education,0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,1
0,29.0,48216.65298013245,Education,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1
1,28.0,47382.086842105266,Business,1,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,1
1,28.0,47382.086842105266,Business,1,8.0,8.0,7.0,7.0,7.0,5.0,7.0,7.0,1
1,28.0,47382.086842105266,Business,0,7.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0,1
1,28.0,47382.086842105266,Business,0,7.0,7.0,8.0,8.0,6.0,9.0,8.0,6.0,1
1,28.0,47382.086842105266,Business,0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1
1,28.0,47382.086842105266,Business,1,9.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,1
1,28.0,47382.086842105266,Business,1,9.0,9.0,8.0,8.0,6.0,6.0,8.0,7.0,1
1,28.0,47382.086842105266,Business,1,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,1
1,28.0,47382.086842105266,Business,0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,1
1,28.0,47382.086842105266,Business,0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1
1,28.0,47382.086842105266,Business,1,6.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,1
1,28.0,47382.086842105266,Business,0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,1
1,28.0,47382.086842105266,Business,0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1
1,28.0,47382.086842105266,Business,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1,28.0,47382.086842105266,Business,0,5.0,6.0,9.0,3.0,3.0,3.0,3.0,3.0,1
1,28.0,47382.086842105266,Business,1,9.0,8.0,8.0,8.0,8.0,5.0,7.0,5.0,1
1,28.0,47382.086842105266,Business,0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,5.0,1
1,28.0,47382.086842105266,Business,1,7.0,9.0,9.0,8.0,6.0,7.0,7.0,5.0,1
1,26.0,76624.0,Finance,0,6.0,6.0,7.0,8.0,4.0,6.0,5.0,4.0,1
1,26.0,76624.0,Finance,0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,1
1,26.0,76624.0,Finance,0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,3.0,1
1,26.0,76624.0,Finance,0,4.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0,1
1,26.0,76624.0,Finance,0,5.0,8.0,7.0,5.0,6.0,4.0,5.0,3.0,1
1,26.0,76624.0,Finance,1,6.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0,1
1,26.0,76624.0,Finance,0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,1
1,26.0,76624.0,Finance,1,7.0,7.0,8.0,6.0,7.0,5.0,6.0,5.0,1
1,26.0,76624.0,Finance,0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,1
1,26.0,76624.0,Finance,0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,3.0,1
1,26.0,76624.0,Finance,1,8.0,8.0,8.0,9.0,6.0,9.0,9.0,8.0,1
1,26.0,76624.0,Finance,0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,1
1,26.0,76624.0,Finance,1,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,1
1,26.0,76624.0,Finance,0,3.0,5.0,6.0,4.0,6.0,3.0,2.0,1.0,1
1,26.0,76624.0,Finance,0,3.0,8.0,5.0,4.0,5.0,4.0,3.0,2.0,1
1,26.0,76624.0,Finance,1,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,1
1,26.0,76624.0,Finance,1,6.0,6.0,7.0,7.0,4.0,5.0,6.0,4.0,1
1,26.0,76624.0,Finance,1,5.0,7.0,7.0,8.0,5.0,6.0,6.0,5.0,1
1,26.0,48216.65298013245,Education,1,6.0,7.0,7.0,8.0,6.7824285122254455,5.503191180736873,7.0,7.0,1
1,26.0,48216.65298013245,Education,0,7.0,7.0,7.0,6.0,6.7824285122254455,5.503191180736873,7.0,5.0,1
1,26.0,48216.65298013245,Education,0,6.0,6.0,6.0,6.0,6.0,5.503191180736873,6.0,6.0,1
1,26.0,48216.65298013245,Education,1,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,1
1,26.0,48216.65298013245,Education,0,6.0,7.0,7.0,6.0,6.7824285122254455,5.503191180736873,6.0,7.0,1
1,26.0,48216.65298013245,Education,1,7.0,7.0,7.0,8.0,6.7824285122254455,5.503191180736873,8.0,6.0,1
1,26.0,48216.65298013245,Education,1,7.0,8.0,8.0,8.0,6.7824285122254455,5.503191180736873,8.0,8.0,1
1,26.0,48216.65298013245,Education,0,7.0,7.0,7.0,6.0,6.0,5.503191180736873,7.0,6.0,1
1,26.0,48216.65298013245,Education,1,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,1
1,26.0,48216.65298013245,Education,1,7.0,7.0,7.0,7.0,6.7824285122254455,5.503191180736873,8.0,6.0,1
1,26.0,48216.65298013245,Education,1,8.0,8.0,9.0,8.0,6.7824285122254455,8.0,9.0,7.0,1
1,26.0,48216.65298013245,Education,0,7.0,6.0,6.0,7.0,6.7824285122254455,5.503191180736873,7.0,5.0,1
1,26.0,48216.65298013245,Education,0,7.0,7.0,7.0,7.0,6.7824285122254455,5.503191180736873,7.0,5.0,1
1,26.0,48216.65298013245,Education,1,6.0,7.0,7.0,7.0,7.0,5.503191180736873,7.0,7.0,1
1,26.0,48216.65298013245,Education,0,6.0,8.0,7.0,6.0,6.0,5.503191180736873,6.0,7.0,1
1,26.0,48216.65298013245,Education,1,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,1
1,26.0,48216.65298013245,Education,0,7.0,7.0,7.0,6.0,6.7824285122254455,5.0,6.0,6.0,1
1,26.0,48216.65298013245,Education,1,7.0,8.0,8.0,8.0,6.7824285122254455,5.503191180736873,7.0,7.0,1
1,29.0,35968.0,Education,0,4.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,1
1,29.0,35968.0,Education,1,6.0,9.0,9.0,9.0,6.0,6.0,6.0,4.0,1
1,29.0,35968.0,Education,0,8.0,7.0,8.0,7.0,6.0,5.0,6.0,5.0,1
1,29.0,35968.0,Education,0,5.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,1
1,29.0,35968.0,Education,0,4.0,6.0,7.0,4.0,6.0,6.0,4.0,5.0,1
1,29.0,35968.0,Education,0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,1
1,29.0,35968.0,Education,0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,1
1,29.0,35968.0,Education,1,7.0,6.0,7.0,6.0,8.0,4.0,6.0,5.22648790058862,1
1,29.0,35968.0,Education,1,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,1
1,29.0,35968.0,Education,0,6.0,6.0,6.0,5.0,7.0,4.0,5.0,7.0,1
1,29.0,35968.0,Education,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,1
1,29.0,35968.0,Education,1,8.0,8.0,7.0,7.0,6.0,5.0,7.0,4.0,1
1,29.0,35968.0,Education,0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,5.22648790058862,1
1,29.0,35968.0,Education,1,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,1
1,29.0,35968.0,Education,0,3.0,7.0,8.0,4.0,9.0,5.0,4.0,5.0,1
1,29.0,35968.0,Education,1,8.0,8.0,8.0,8.0,9.0,6.0,8.0,5.0,1
1,29.0,35968.0,Education,1,8.0,7.0,8.0,6.0,8.0,9.0,6.0,5.0,1
1,29.0,35968.0,Education,1,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,1
1,28.0,55419.0,Legal,0,4.0,7.0,8.0,5.0,7.0,3.0,6.0,9.0,1
1,28.0,55419.0,Legal,1,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,1
1,28.0,55419.0,Legal,0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,1
1,28.0,55419.0,Legal,1,6.0,7.0,8.0,8.0,8.0,9.0,8.0,9.0,1
1,28.0,55419.0,Legal,0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,1
1,28.0,55419.0,Legal,1,8.0,7.0,7.0,5.0,5.0,8.0,9.0,9.0,1
1,28.0,55419.0,Legal,1,4.0,8.0,7.0,4.0,3.0,2.0,8.0,8.0,1
1,28.0,55419.0,Legal,1,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,1
1,28.0,55419.0,Legal,0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1
1,28.0,55419.0,Legal,0,5.0,7.0,9.0,5.0,4.0,9.0,6.0,6.0,1
1,28.0,55419.0,Legal,0,5.0,8.0,7.0,4.0,8.0,5.0,6.0,8.0,1
1,28.0,55419.0,Legal,1,8.0,8.0,8.0,8.0,7.0,4.0,8.0,9.0,1
1,28.0,55419.0,Legal,0,6.0,7.0,5.0,4.0,5.0,8.0,6.0,9.0,1
1,28.0,55419.0,Legal,1,9.0,8.0,8.0,7.0,7.0,6.0,9.0,9.0,1
1,28.0,55419.0,Legal,0,6.0,8.0,8.0,6.0,5.0,0.0,5.0,6.0,1
1,28.0,55419.0,Legal,1,9.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,1
1,28.0,55419.0,Legal,1,6.0,7.0,8.0,5.0,7.0,7.0,8.0,9.0,1
1,28.0,55419.0,Legal,0,5.0,5.0,7.0,5.0,9.0,7.0,8.0,9.0,1
1,30.0,48216.65298013245,Education,0,4.0,7.0,8.0,7.0,7.0,4.0,5.0,5.0,1
1,30.0,48216.65298013245,Education,0,8.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,1
1,30.0,48216.65298013245,Education,1,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,1
1,30.0,48216.65298013245,Education,0,4.0,8.0,8.0,8.0,6.0,4.0,6.0,4.0,1
1,30.0,48216.65298013245,Education,0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,2.0,1
1,30.0,48216.65298013245,Education,1,9.0,8.0,9.0,9.0,9.0,8.0,8.0,3.0,1
1,30.0,48216.65298013245,Education,0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,1
1,30.0,48216.65298013245,Education,0,5.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,1
1,30.0,48216.65298013245,Education,0,5.0,8.0,9.0,8.0,7.0,5.0,6.0,6.0,1
1,30.0,48216.65298013245,Education,0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,1
1,30.0,48216.65298013245,Education,1,8.0,10.0,9.0,9.0,7.0,8.0,8.0,3.0,1
1,30.0,48216.65298013245,Education,1,6.0,8.0,8.0,8.0,6.0,4.0,6.0,9.0,1
1,30.0,48216.65298013245,Education,0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0,1
1,30.0,48216.65298013245,Education,0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0,1
1,30.0,48216.65298013245,Education,0,8.0,7.0,7.0,2.0,4.0,2.0,4.0,1.0,1
1,30.0,48216.65298013245,Education,1,9.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,1
1,30.0,48216.65298013245,Education,0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,3.0,1
1,30.0,48216.65298013245,Education,1,8.0,9.0,10.0,10.0,8.0,7.0,8.0,6.0,1
1,22.0,51820.545454545456,Finance,1,7.0,7.0,8.0,8.0,6.7824285122254455,6.0,7.0,4.0,1
1,22.0,51820.545454545456,Finance,0,7.0,7.173581213307241,6.0,5.0,6.7824285122254455,5.503191180736873,6.0,3.0,1
1,22.0,51820.545454545456,Finance,0,7.0,7.173581213307241,6.0,5.0,6.7824285122254455,5.503191180736873,6.0,2.0,1
1,22.0,51820.545454545456,Finance,1,6.0,8.0,8.0,6.0,6.7824285122254455,5.503191180736873,7.0,6.0,1
1,22.0,51820.545454545456,Finance,1,6.0,8.0,7.0,6.412024232846043,6.7824285122254455,5.503191180736873,7.0,6.0,1
1,22.0,51820.545454545456,Finance,1,8.0,8.0,7.0,7.0,6.7824285122254455,5.503191180736873,7.0,5.0,1
1,22.0,51820.545454545456,Finance,1,9.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,1
1,22.0,51820.545454545456,Finance,1,8.0,8.0,8.0,7.0,6.7824285122254455,6.0,8.0,6.0,1
1,22.0,51820.545454545456,Finance,1,8.0,9.0,8.0,7.0,6.7824285122254455,6.0,8.0,5.0,1
1,22.0,51820.545454545456,Finance,1,7.0,7.0,7.0,8.0,6.7824285122254455,7.0,7.0,6.0,1
1,22.0,51820.545454545456,Finance,1,9.0,8.0,8.0,9.0,6.7824285122254455,6.0,9.0,6.0,1
1,22.0,51820.545454545456,Finance,0,8.0,6.0,6.0,6.0,6.7824285122254455,5.503191180736873,6.0,3.0,1
1,22.0,51820.545454545456,Finance,0,8.0,8.0,8.0,7.0,6.7824285122254455,5.503191180736873,7.0,4.0,1
1,22.0,51820.545454545456,Finance,0,8.0,9.0,9.0,6.0,9.0,2.0,6.0,2.0,1
1,22.0,51820.545454545456,Finance,1,6.0,9.0,9.0,6.0,8.0,6.0,6.0,5.0,1
1,22.0,51820.545454545456,Finance,1,8.0,7.0,7.0,8.0,6.7824285122254455,5.503191180736873,8.0,6.0,1
1,22.0,51820.545454545456,Finance,1,9.0,8.0,8.0,7.0,6.7824285122254455,5.503191180736873,8.0,5.0,1
1,22.0,51820.545454545456,Finance,1,9.0,8.0,8.0,8.0,6.7824285122254455,7.0,9.0,6.0,1
1,32.0,42414.7488372093,Engineering,1,5.0,7.0,8.0,10.0,6.0,9.0,8.0,8.0,1
1,32.0,42414.7488372093,Engineering,0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,1
1,32.0,42414.7488372093,Engineering,0,5.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,1
